mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	12	12	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	41								
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	42								
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	43								
5	5	16	16	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	44	bo-							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	45	ne							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	46	Je-							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	47	su,							
5	5	16	16	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	48	bo-							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	49	ne							
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	50	Je-							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	51	su,							
5	5	16	16	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	52								
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	53								
6	6	20	20	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	54	bo-							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	55	ne							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	56	Je-							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	57	su,							
6	6	22	22	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	58	ver-							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	59	bum							
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	60	bo-							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	61	ne							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	62	Je-							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	63	su,							
6	6	22	22	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	64	ver-							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	65	bum							
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	66								
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	67								
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	68								
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	69								
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	70	Pa-							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	71	tris,							
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	72	Pa-							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	73	tris,							
7	7	26	26	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	74	splen-							0
7	7	105/4	105/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	75								0
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	76								0
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	77								0
7	7	27	27	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	78								0
7	7	109/4	109/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	79								0
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	80								0
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	81								0
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	82								
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	83								
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	84								
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	85								
8	8	28	28	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	86	splen-							1
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	87								1
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	88								1
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	89								1
8	8	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	90								1
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	91								1
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	92								1
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	93								1
8	8	30	30	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	94								1
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	95								1
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	96								1
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	97								1
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	98								1
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	99								1
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	100								1
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	101								1
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	102								
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	103	dor,							
8	8	30	30	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	104	splen-							2
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	105								2
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	106								2
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	107								2
8	8	31	31	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	108								2
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	109								2
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	110								2
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	111								2
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	112								
8	8	29	29	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	113								
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	114								
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	115								
8	8	31	31	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	116								
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	117								
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	118								
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	119	dor							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	120	pa-							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	121	ter-							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	122	nae							
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123								
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	124	dor							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	125	pa-							
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	126	ter-							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	127	nae							
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	128								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	129								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	130								
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	131								
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	132	glo-							
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	133	ri-							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	134	ae,							
10	10	38	38	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	135	splen-							3
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	136								3
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	137								3
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	138								3
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	139								3
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	140								3
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	141								3
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	142								3
10	10	36	36	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	143	glo-							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	144	ri-							
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	145	ae,							
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	146	4							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	147	3							
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	148								
10	10	39	39	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	149								
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	150								
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	151								
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	152	dor,							
11	11	42	42	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	153	splen-							4
11	11	169/4	169/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	154								4
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	155								4
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	156								4
11	11	43	43	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	157								4
11	11	173/4	173/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	158								4
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	159								4
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	160								4
11	11	40	40	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	161	splen-							5
11	11	161/4	161/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	162								5
11	11	81/2	81/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	163								5
11	11	163/4	163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	164								5
11	11	41	41	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	165								5
11	11	165/4	165/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	166								5
11	11	83/2	83/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	167								5
11	11	167/4	167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	168								5
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	169								
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	170	dor,							
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	171								
11	11	41	41	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	172								
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	173								
11	11	42	42	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	174								
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	175								
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	176								
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	177								
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	178	dor							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	179	pa-							
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	180	ter-							
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	181	nae							
12	12	44	44	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	182	splen-							6
12	12	177/4	177/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	183								6
12	12	89/2	89/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	184								6
12	12	179/4	179/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	185								6
12	12	45	45	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	186								6
12	12	181/4	181/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	187								6
12	12	91/2	91/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	188								6
12	12	183/4	183/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	189								6
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	190								
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	191	dor							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	192	pa-							
12	12	44	44	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	193								
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	194								
12	12	47	47	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	195								
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	196	glo-							7
13	13	49	49	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	197								
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	198	ri-							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	199	ae,							
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	200	ter-							8
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	201								
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	202	nae							9
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	203								
13	13	50	50	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	204	glo-							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	205	ri-							
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	206								
13	13	49	49	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	207								
13	13	50	50	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	208	4							
13	13	51	51	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	209								
14	14	52	52	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	210	splen-							10
14	14	209/4	209/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	211								10
14	14	105/2	105/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	212								10
14	14	211/4	211/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	213								10
14	14	53	53	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	214								10
14	14	213/4	213/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	215								10
14	14	107/2	107/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	216								10
14	14	215/4	215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	217								10
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	218								
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	219	dor,							
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	220	ae.							
14	14	54	54	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	221	splen-							11
14	14	217/4	217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	222								11
14	14	109/2	109/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	223								11
14	14	219/4	219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	224								11
14	14	55	55	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	225								11
14	14	221/4	221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	226								11
14	14	111/2	111/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	227								11
14	14	223/4	223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	228								11
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	229								
14	14	53	53	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	230								
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	231								
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	232								
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	233								
15	15	56	56	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	234	splen-							12
15	15	225/4	225/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	235								12
15	15	113/2	113/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	236								12
15	15	227/4	227/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	237								12
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	238								12
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	239								12
15	15	115/2	115/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	240								12
15	15	231/4	231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	241								12
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	242								
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	243	dor							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	244	pa							
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	245								
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	246	dor							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	247	pa-							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	248	ter-							
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	249	nae							
15	15	56	56	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	250								
15	15	58	58	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	251								
15	15	59	59	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	252								
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	253	ter-							13
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	254								
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	255	nae							14
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	256								
16	16	62	62	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	257	glo-							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	258	ri-							
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	259	glo-							15
16	16	61	61	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	260								
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	261	ri-							
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	262								
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	263								
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	264	4							
16	16	63	63	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	265								
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1	1	1	266	ae,							
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1	1	1	267	ae,							
17	17	64	64	4.0	0	0	Chord	4/4	3	1	1	1	1	268								
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	269	in							
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	270	quem							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	271	de-							
18	18	70	70	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	272	si-							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	273	de-							
18	18	68	68	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	274								
18	18	70	70	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	275	6							
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	276	rant,							
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	277	in							
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	278	quem							
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	279	de-							
19	19	74	74	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	280	si-							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	281	de-							
19	19	72	72	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	282								
19	19	74	74	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	283								
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	284	in							
