mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	24	24	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	26								
7	7	26	26	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	27	si-							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	28	me							
7	7	24	24	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	29								1
7	7	26	26	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	30	4							1
8	8	28	28	4.0	0	0	Chord	2/2	1	1	1	1	1	31	Je-							
8	8	28	28	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	32								
8	8	29	29	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	33	4							
8	8	31	31	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	34								
9	9	32	32	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	35	su.							
9	9	35	35	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	36	o							
9	9	32	32	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	37								
9	9	33	33	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	38								
9	9	34	34	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	39								
9	9	35	35	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	40								
10	10	36	36	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	41	gra-							
10	10	37	37	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	42	ti-							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	43	o-							
10	10	38	38	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	44	sis-							
10	10	36	36	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	45								
10	10	38	38	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	46								
11	11	40	40	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	47								
11	11	42	42	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	48	si-							
11	11	87/2	87/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	49	me							
11	11	40	40	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	50								2
11	11	42	42	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	51	4							2
12	12	44	44	4.0	0	0	Chord	2/2	1	1	1	1	1	52	Je-							
12	12	44	44	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	53	4							
12	12	46	46	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	54								
13	13	48	48	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	55	su,							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	56	o							
13	13	51	51	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	57	Je-							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	58	su,							
13	13	48	48	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	59								
13	13	50	50	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	60								
14	14	52	52	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	61	Je-							
14	14	54	54	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	62	su,							
14	14	52	52	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	63								
14	14	54	54	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	64								
15	15	56	56	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	65	sa-							
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	66	lus							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	67	in							
15	15	58	58	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	68	te							
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	69	spe-							
15	15	56	56	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	70								
15	15	58	58	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	71	7							
15	15	59	59	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	72	6							
16	16	60	60	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	73	ran-							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	74	ti-							
16	16	62	62	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	75	um,							
16	16	60	60	4.0	0	0	Chord	2/2	2	1	1	1	1	76								
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	77	o							
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	78	Je-							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	79	su,							
17	17	66	66	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	80	Je-							
17	17	64	64	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	81								
17	17	66	66	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	82								
18	18	68	68	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	83	su,							
18	18	70	70	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	84	sa-							
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	85	lus							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	86	in							
18	18	68	68	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	87								
18	18	70	70	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	88								
18	18	71	71	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	89								
19	19	72	72	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	90	te							
19	19	73	73	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	91	cre-							
19	19	74	74	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	92	den-							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	93	ti-							
19	19	72	72	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	94								
19	19	74	74	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	95								
20	20	76	76	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	96	um,							
20	20	153/2	153/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	97	o							
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	98	Je-							
20	20	155/2	155/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	99	su,							
20	20	78	78	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	100	Je-							
20	20	76	76	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	101								
20	20	78	78	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	102								
21	21	80	80	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	103	su,							
21	21	82	82	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	104	sa-							
21	21	83	83	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	105	lus							
21	21	167/2	167/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	106	ad							
21	21	80	80	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	107								
21	21	81	81	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	108								
21	21	163/2	163/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	109								
21	21	82	82	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	110								
22	22	84	84	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	111	te							
22	22	86	86	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	112								
22	22	173/2	173/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	113	con-							
22	22	87	87	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	114	fu-							
22	22	175/2	175/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	115	gi-							
22	22	84	84	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	116								
22	22	85	85	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	117								
22	22	171/2	171/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	118								
22	22	86	86	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	119								
23	23	88	88	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	120	en-							
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	121	ti-							
23	23	90	90	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	122	um,							
23	23	88	88	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	123								
23	23	177/2	177/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	124								
23	23	89	89	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	125								
23	23	179/2	179/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	126								
23	23	90	90	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	127								
24	24	185/2	185/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	128	sa-							
24	24	93	93	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	129	lus							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	130	ad							
24	24	94	94	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	131	te							
24	24	92	92	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	132								
24	24	94	94	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	133								
24	24	95	95	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	134								
24	24	191/2	191/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	135								
25	25	96	96	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	136								
25	25	193/2	193/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	137	con-							
25	25	97	97	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	138	fu-							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	139	gi-							
25	25	98	98	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	140	en-							
25	25	96	96	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	141								
25	25	98	98	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	142								
25	25	197/2	197/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	143								
25	25	99	99	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	144								
25	25	199/2	199/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	145								
26	26	100	100	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	146								
26	26	102	102	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	147	ti-							
26	26	100	100	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	148								
26	26	102	102	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	149								
27	27	104	104	4.0	0	0	Chord	2/2	1	1	1	1	1	150	um,							
27	27	104	104	4.0	0	0	Chord	2/2	2	1	1	1	1	151								
28	28	109	109	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	152	o							
28	28	110	110	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	153	Je-							
28	28	111	111	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	154	su,							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	155	o							
28	28	108	108	4.0	0	0	Chord	2/2	2	1	1	1	1	156								
29	29	112	112	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	157	Je-							
29	29	225/2	225/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	158	su,							
29	29	113	113	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	159	dul-							
29	29	115	115	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	160	cis							
29	29	463/4	463/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	161	re-							
29	29	112	112	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	162	5							
29	29	113	113	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	163	6							
29	29	114	114	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	164	6							
29	29	115	115	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	165	5							
30	30	116	116	0.75	0	0	Chord	2/2	1	1	3/16	1/8	3/2	166	mis-							
30	30	467/4	467/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	167	si-							
30	30	117	117	0.0	1/4	1/4	StaffText	2/2	1	1	0					,						
30	30	117	117	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	168	o,							
30	30	235/2	235/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	169	o							
30	30	118	118	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	170	Je-							
30	30	237/2	237/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	171	su,							
30	30	119	119	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	172	dul-							
30	30	116	116	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	173								
30	30	118	118	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	174	5							3
30	30	119	119	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	175	6							3
31	31	120	120	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	176								
31	31	121	121	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	177	cis							
31	31	487/4	487/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	178	re-							
31	31	122	122	0.75	1/2	1/2	Chord	2/2	1	1	3/16	1/8	3/2	179	mis-							
31	31	491/4	491/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	180	si-							
31	31	123	123	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	181	o							
31	31	120	120	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	182	6							
31	31	121	121	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	183	5							
31	31	122	122	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	184								
32	32	124	124	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	185	o-							
32	32	125	125	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	186	mni-							
32	32	251/2	251/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	187	um							
32	32	126	126	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	188	pec-							
32	32	127	127	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	189	ca-							
32	32	124	124	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	190								
32	32	125	125	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	191								
32	32	126	126	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	192								
32	32	127	127	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	193								
33	33	128	128	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	194	to-							
33	33	130	130	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	195	rum,							
33	33	128	128	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	196								
33	33	130	130	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	197								
34	34	135	135	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	198	o							
34	34	132	132	4.0	0	0	Chord	2/2	2	1	1	1	1	199								
35	35	136	136	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	200	Je-							
35	35	138	138	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	201	su,							
35	35	139	139	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	202	prop-							
35	35	279/2	279/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	203	ter							
35	35	136	136	4.0	0	0	Chord	2/2	2	1	1	1	1	204								
36	36	140	140	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	205	no-							
36	36	281/2	281/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	206	men							
36	36	141	141	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	207	san-							
36	36	567/4	567/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	208	ctum							
36	36	142	142	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	209	tu-							
36	36	143	143	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	210	um,							
36	36	140	140	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	211								
36	36	142	142	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	212								
37	37	146	146	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	213	sal-							
37	37	293/2	293/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	214	va,							
37	37	147	147	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	215	sal-							
37	37	295/2	295/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	216	va							
37	37	144	144	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	217								
37	37	289/2	289/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	218								
37	37	145	145	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	219								
37	37	291/2	291/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	220								
37	37	146	146	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	221	6							
37	37	147	147	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	222								
38	38	148	148	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	223	me,							
38	38	149	149	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	224	ne							
38	38	150	150	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	225	per-							
38	38	303/2	303/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	226	e-							
38	38	148	148	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	227	6							
38	38	149	149	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	228	6							
38	38	150	150	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	229								
39	39	152	152	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	230	am,							
39	39	153	153	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	231	sal-							
39	39	307/2	307/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	232	va,							
39	39	154	154	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	233	sal-							
39	39	309/2	309/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	234	va							
39	39	155	155	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	235	me,							
39	39	152	152	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	236								
39	39	154	154	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	237								
39	39	155	155	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	238	6							
40	40	156	156	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	239								
40	40	157	157	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	240	ne							
40	40	158	158	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	241	per-							
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	242	e-							
40	40	156	156	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	243								
40	40	157	157	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	244	4							
40	40	159	159	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	245								
41	41	160	160	4.0	0	0	Chord	2/2	1	1	1	1	1	246	am.							
41	41	160	160	4.0	0	0	Chord	2/2	2	1	1	1	1	247								
42	42	164	164	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	248	O,							
42	42	166	166	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	249	o,							
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	250	o							
42	42	164	164	4.0	0	0	Chord	2/2	2	1	1	1	1	251								
43	43	168	168	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	252	Je-							
43	43	337/2	337/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	253	su,							
43	43	169	169	0.75	1/4	1/4	Chord	2/2	1	1	3/16	1/8	3/2	254	mi-							
43	43	679/4	679/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	255	se-							
43	43	170	170	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	256	re-							
43	43	171	171	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	257	re,							
43	43	168	168	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	258								
43	43	170	170	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	259								
44	44	174	174	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	260	o,							
44	44	172	172	4.0	0	0	Chord	2/2	2	1	1	1	1	261								
45	45	176	176	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	262	o,							
45	45	355/2	355/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	263	o							
45	45	178	178	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	264	Je-							
45	45	357/2	357/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	265	su,							
45	45	179	179	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	266	mi-							
45	45	719/4	719/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	267	se-							
45	45	176	176	4.0	0	0	Chord	2/2	2	1	1	1	1	268								
46	46	180	180	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	269	re-							
46	46	181	181	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	270	re,							
46	46	182	182	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	271	Je-							
46	46	365/2	365/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	272	su,							
46	46	183	183	0.75	3/4	3/4	Chord	2/2	1	1	3/16	1/8	3/2	273	mi-							
46	46	735/4	735/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	274	se-							
46	46	180	180	4.0	0	0	Chord	2/2	2	1	1	1	1	275								
47	47	184	184	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	276	re-							
47	47	185	185	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	277	re,							
47	47	371/2	371/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	278	dum							
47	47	186	186	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	279	tem-							
47	47	187	187	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	280	pus							
47	47	375/2	375/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	281	est							
47	47	184	184	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	282								
47	47	186	186	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	283								
48	48	188	188	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	284	mi-							
48	48	189	189	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	285	se-							
48	48	190	190	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	286	ren-							4
48	48	191	191	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	287								4
48	48	188	188	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	288								
48	48	189	189	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	289								
48	48	190	190	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	290								5
48	48	191	191	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	291	4							5
49	49	192	192	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	292								4
